関越交通,0,400,24,240,240,10,2,11.0,2
関越交通,1,400,24,240,240,10,2,11.0,2
日本中央,2,400,31,310,310,10,2,11.0,2
日本中央,3,400,31,310,310,10,2,11.0,2
