関越交通,4,400,24,240,240,10,2,2.5,2
関越交通,5,400,24,240,240,10,2,2.5,2
日本中央,4,400,31,310,310,10,2,2.5,2
日本中央,5,400,31,310,310,10,2,2.5,2
永井運輸,4,400,30,240,240,10,2,2.5,2
永井運輸,5,400,30,240,240,10,2,2.5,2
群馬中央,4,400,30,310,390,10,2,2.5,2
群馬中央,5,400,30,310,390,10,2,2.5,2
上信観光,4,400,30,240,270,10,2,2.5,2
上信観光,5,400,30,240,270,10,2,2.5,2
群馬バス,4,400,30,310,290,10,2,2.5,2
群馬バス,5,400,30,310,290,10,2,2.5,2
