日本中央,平日,需要あり,0.39,-1119792,13738608
関越交通,平日,需要あり,0.61,1119792,21488592
日本中央,平日,需要なし,0.39,-532344,10783656
関越交通,平日,需要なし,0.61,532344,16866744
日本中央,土日祝,需要あり,0.3,990080,3084480
関越交通,土日祝,需要あり,0.7,-990080,7197120
日本中央,土日祝,需要なし,0.3,752080,2513280
関越交通,土日祝,需要なし,0.7,-752080,5864320
