日本中央,2,土日祝,需要あり,売上,1094800,892500
日本中央,2,土日祝,需要なし,売上,904400,892500
日本中央,2,平日,需要あり,売上,7576800,4797000
日本中央,2,平日,需要なし,売上,5707200,4797000
日本中央,3,土日祝,需要あり,売上,999600,535500
日本中央,3,土日祝,需要なし,売上,856800,535500
日本中央,3,平日,需要あり,売上,7281600,1968000
日本中央,3,平日,需要なし,売上,5608800,1968000
関越交通,0,土日祝,需要あり,売上,3522400,1237600
関越交通,0,土日祝,需要なし,売上,3046400,1237600
関越交通,0,平日,需要あり,売上,9446400,2558400
関越交通,0,平日,需要なし,売上,7773600,2558400
関越交通,1,土日祝,需要あり,売上,4664800,1761200
関越交通,1,土日祝,需要なし,売上,3570000,1761200
関越交通,1,平日,需要あり,売上,10922400,3542400
関越交通,1,平日,需要なし,売上,8560800,3542400
日本中央,2,土日祝,需要あり,支出,4648140,7304220
日本中央,2,土日祝,需要なし,支出,4648140,7304220
日本中央,2,平日,需要あり,支出,16472160,20590200
日本中央,2,平日,需要なし,支出,16472160,20590200
日本中央,3,土日祝,需要あり,支出,4648140,7968240
日本中央,3,土日祝,需要なし,支出,4648140,7968240
日本中央,3,平日,需要あり,支出,16472160,21962880
日本中央,3,平日,需要なし,支出,16472160,21962880
関越交通,0,土日祝,需要あり,支出,6117552,6117552
関越交通,0,土日祝,需要なし,支出,6117552,6117552
関越交通,0,平日,需要あり,支出,14134176,14134176
関越交通,0,平日,需要なし,支出,14134176,14134176
関越交通,1,土日祝,需要あり,支出,5757696,8996400
関越交通,1,土日祝,需要なし,支出,5757696,8996400
関越交通,1,平日,需要あり,支出,13390271,17853696
関越交通,1,平日,需要なし,支出,13390271,17853696
日本中央,2,土日祝,需要あり,収支,-3553340,-6411720
日本中央,2,土日祝,需要なし,収支,-3743740,-6411720
日本中央,2,平日,需要あり,収支,-8895360,-15793200
日本中央,2,平日,需要なし,収支,-10764960,-15793200
日本中央,3,土日祝,需要あり,収支,-3648540,-7432740
日本中央,3,土日祝,需要なし,収支,-3791340,-7432740
日本中央,3,平日,需要あり,収支,-9190560,-19994880
日本中央,3,平日,需要なし,収支,-10863360,-19994880
関越交通,0,土日祝,需要あり,収支,-2595152,-4879952
関越交通,0,土日祝,需要なし,収支,-3071152,-4879952
関越交通,0,平日,需要あり,収支,-4687776,-11575776
関越交通,0,平日,需要なし,収支,-6360576,-11575776
関越交通,1,土日祝,需要あり,収支,-1092896,-7235200
関越交通,1,土日祝,需要なし,収支,-2187696,-7235200
関越交通,1,平日,需要あり,収支,-2467871,-14311296
関越交通,1,平日,需要なし,収支,-4829471,-14311296
