0,日本中央,平日,0,0,需要あり,7:00,21:45,5.625,14.75,99,10
0,日本中央,平日,1,0,需要あり,7:00,20:30,5.0,13.5,88,9
0,日本中央,平日,2,0,需要あり,8:00,21:15,5.0,13.25,88,9
0,日本中央,平日,3,0,需要あり,14:45,21:15,3.75,6.5,66,7
1,日本中央,平日,0,0,需要あり,7:00,12:30,2.5,5.5,44,5
1,日本中央,平日,0,1,需要あり,13:15,21:45,2.5,8.5,44,5
1,日本中央,平日,1,0,需要あり,7:00,12:30,2.5,5.5,44,5
1,日本中央,平日,1,1,需要あり,14:00,20:30,1.875,6.5,33,4
1,日本中央,平日,2,0,需要あり,8:00,13:15,2.5,5.25,44,5
1,日本中央,平日,2,1,需要あり,14:30,21:15,1.875,6.75,33,4
1,日本中央,平日,3,0,需要あり,14:45,19:00,1.875,4.25,33,4
1,日本中央,平日,3,1,需要あり,18:45,21:15,1.25,2.5,22,3
0,日本中央,平日,0,0,需要なし,7:00,21:45,6.875,14.75,121,12
0,日本中央,平日,1,0,需要なし,7:00,21:15,6.875,14.25,121,12
0,日本中央,平日,2,0,需要なし,7:15,21:15,6.25,14.0,110,11
1,日本中央,平日,0,0,需要なし,7:00,14:45,3.125,7.75,55,6
1,日本中央,平日,0,1,需要なし,14:45,21:45,3.125,7.0,55,6
1,日本中央,平日,1,0,需要なし,7:00,15:00,3.125,8.0,55,6
1,日本中央,平日,1,1,需要なし,15:00,21:15,3.125,6.25,55,6
1,日本中央,平日,2,0,需要なし,7:15,15:30,3.125,8.25,55,6
1,日本中央,平日,2,1,需要なし,15:45,21:15,2.5,5.5,44,5
0,上信観光,平日,0,0,需要あり,6:45,20:30,5.625,13.75,99,10
0,上信観光,平日,1,0,需要あり,6:45,20:45,5.625,14.0,99,10
0,上信観光,平日,2,0,需要あり,7:30,21:15,5.625,13.75,99,10
0,上信観光,平日,3,0,需要あり,7:45,21:30,5.625,13.75,99,10
1,上信観光,平日,0,0,需要あり,6:45,13:00,2.5,6.25,44,5
1,上信観光,平日,0,1,需要あり,13:30,20:30,2.5,7.0,44,5
1,上信観光,平日,1,0,需要あり,6:45,13:15,2.5,6.5,44,5
1,上信観光,平日,1,1,需要あり,13:45,20:45,2.5,7.0,44,5
1,上信観光,平日,2,0,需要あり,7:30,13:45,2.5,6.25,44,5
1,上信観光,平日,2,1,需要あり,14:15,21:15,2.5,7.0,44,5
1,上信観光,平日,3,0,需要あり,7:45,14:00,2.5,6.25,44,5
1,上信観光,平日,3,1,需要あり,14:30,21:30,2.5,7.0,44,5
0,上信観光,平日,0,0,需要なし,6:45,20:45,7.5,14.0,132,13
0,上信観光,平日,1,0,需要なし,6:45,21:15,7.5,14.5,132,13
0,上信観光,平日,2,0,需要なし,7:45,21:30,7.5,13.75,132,13
1,上信観光,平日,0,0,需要なし,6:45,14:00,3.75,7.25,66,7
1,上信観光,平日,0,1,需要なし,14:15,20:45,3.125,6.5,55,6
1,上信観光,平日,1,0,需要なし,6:45,14:30,3.75,7.75,66,7
1,上信観光,平日,1,1,需要なし,14:30,21:15,3.125,6.75,55,6
1,上信観光,平日,2,0,需要なし,7:45,14:45,3.75,7.0,66,7
1,上信観光,平日,2,1,需要なし,15:00,21:30,3.125,6.5,55,6
0,日本中央,土日祝,0,0,需要あり,7:45,17:45,4.375,10.0,77,8
0,日本中央,土日祝,1,0,需要あり,12:45,21:00,3.75,8.25,66,7
0,日本中央,土日祝,2,0,需要あり,17:00,20:45,1.875,3.75,33,4
1,日本中央,土日祝,0,0,需要あり,7:45,11:45,1.875,4.0,33,4
1,日本中央,土日祝,0,1,需要あり,11:30,17:45,1.875,6.25,33,4
1,日本中央,土日祝,1,0,需要あり,12:45,16:30,1.875,3.75,33,4
1,日本中央,土日祝,1,1,需要あり,16:00,21:00,1.25,5.0,22,3
1,日本中央,土日祝,2,0,需要あり,17:00,18:45,0.625,1.75,11,2
1,日本中央,土日祝,2,1,需要あり,18:45,20:45,0.625,2.0,11,2
0,日本中央,土日祝,0,0,需要なし,7:45,17:45,4.375,10.0,77,8
0,日本中央,土日祝,1,0,需要なし,12:45,20:45,3.75,8.0,66,7
0,日本中央,土日祝,2,0,需要なし,17:00,20:45,1.875,3.75,33,4
1,日本中央,土日祝,0,0,需要なし,7:45,11:45,1.875,4.0,33,4
1,日本中央,土日祝,0,1,需要なし,11:30,17:45,1.875,6.25,33,4
1,日本中央,土日祝,1,0,需要なし,12:45,16:30,1.875,3.75,33,4
1,日本中央,土日祝,1,1,需要なし,16:00,20:45,1.25,4.75,22,3
1,日本中央,土日祝,2,0,需要なし,17:00,18:45,0.625,1.75,11,2
1,日本中央,土日祝,2,1,需要なし,18:45,20:45,0.625,2.0,11,2
0,上信観光,土日祝,0,0,需要あり,7:15,21:00,10.625,13.75,187,18
0,上信観光,土日祝,1,0,需要あり,7:30,21:15,10.625,13.75,187,18
1,上信観光,土日祝,0,0,需要あり,7:15,14:15,5.0,7.0,88,9
1,上信観光,土日祝,0,1,需要あり,14:15,21:00,5.0,6.75,88,9
1,上信観光,土日祝,1,0,需要あり,7:30,14:30,5.0,7.0,88,9
1,上信観光,土日祝,1,1,需要あり,14:00,21:15,5.0,7.25,88,9
0,上信観光,土日祝,0,0,需要なし,7:15,21:15,10.625,14.0,187,18
0,上信観光,土日祝,1,0,需要なし,7:30,21:15,10.625,13.75,187,18
1,上信観光,土日祝,0,0,需要なし,7:15,14:15,5.0,7.0,88,9
1,上信観光,土日祝,0,1,需要なし,14:00,21:15,5.0,7.25,88,9
1,上信観光,土日祝,1,0,需要なし,7:30,14:15,5.0,6.75,88,9
1,上信観光,土日祝,1,1,需要なし,14:00,21:15,5.0,7.25,88,9
