上信観光,8,土日祝,需要あり,売上,4141200,575960
上信観光,8,土日祝,需要なし,売上,3474800,575960
上信観光,8,平日,需要あり,売上,15842400,1569480
上信観光,8,平日,需要なし,売上,11611200,1569480
上信観光,9,土日祝,需要あり,売上,3665200,418880
上信観光,9,土日祝,需要なし,売上,3094000,418880
上信観光,9,平日,需要あり,売上,18892800,1028280
上信観光,9,平日,需要なし,売上,14071200,1028280
日本中央,6,土日祝,需要あり,売上,1285200,26180
日本中央,6,土日祝,需要なし,売上,1190000,26180
日本中央,6,平日,需要あり,売上,13087200,1244760
日本中央,6,平日,需要なし,売上,9643200,1244760
日本中央,7,土日祝,需要あり,売上,1237600,26180
日本中央,7,土日祝,需要なし,売上,1190000,26180
日本中央,7,平日,需要あり,売上,12201600,324720
日本中央,7,平日,需要なし,売上,9249600,324720
上信観光,8,土日祝,需要あり,支出,4048380,2249100
上信観光,8,土日祝,需要なし,支出,4048380,2249100
上信観光,8,平日,需要あり,支出,8833860,5579280
上信観光,8,平日,需要なし,支出,8833860,5579280
上信観光,9,土日祝,需要あり,支出,4048380,2698920
上信観光,9,土日祝,需要なし,支出,4048380,2698920
上信観光,9,平日,需要あり,支出,9763740,6044220
上信観光,9,平日,需要なし,支出,9298800,6044220
日本中央,6,土日祝,需要あり,支出,3320100,1992060
日本中央,6,土日祝,需要なし,支出,3320100,1992060
日本中央,6,平日,需要あり,支出,11667780,6863400
日本中央,6,平日,需要なし,支出,11667780,6863400
日本中央,7,土日祝,需要あり,支出,2988090,1992060
日本中央,7,土日祝,需要なし,支出,2988090,1992060
日本中央,7,平日,需要あり,支出,12354120,7549740
日本中央,7,平日,需要なし,支出,12354120,7549740
上信観光,8,土日祝,需要あり,収支,92820,-1673140
上信観光,8,土日祝,需要なし,収支,-573580,-1673140
上信観光,8,平日,需要あり,収支,7008540,-4009800
上信観光,8,平日,需要なし,収支,2777340,-4009800
上信観光,9,土日祝,需要あり,収支,-383180,-2280040
上信観光,9,土日祝,需要なし,収支,-954380,-2280040
上信観光,9,平日,需要あり,収支,9129060,-5015940
上信観光,9,平日,需要なし,収支,4772400,-5015940
日本中央,6,土日祝,需要あり,収支,-2034900,-1965880
日本中央,6,土日祝,需要なし,収支,-2130100,-1965880
日本中央,6,平日,需要あり,収支,1419420,-5618640
日本中央,6,平日,需要なし,収支,-2024580,-5618640
日本中央,7,土日祝,需要あり,収支,-1750490,-1965880
日本中央,7,土日祝,需要なし,収支,-1798090,-1965880
日本中央,7,平日,需要あり,収支,-152520,-7225020
日本中央,7,平日,需要なし,収支,-3104520,-7225020
