上信観光,平日,需要あり,0.53,-2922480,31812720
日本中央,平日,需要あり,0.47,2922480,28211280
上信観光,平日,需要なし,0.53,-2057544,23624856
日本中央,平日,需要なし,0.47,2057544,20950344
上信観光,土日祝,需要あり,0.66,-989128,6817272
日本中央,土日祝,需要あり,0.34,989128,3511928
上信観光,土日祝,需要なし,0.66,-662592,5906208
日本中央,土日祝,需要なし,0.34,662592,3042592
