0,関越交通,平日,0,0,需要なし,16:45,17:45,0.0,1.0,0,1
1,関越交通,平日,0,0,需要なし,16:45,17:45,0.0,1.0,0,1
1,関越交通,平日,0,1,需要なし,16:45,17:45,0.0,1.0,0,1
0,永井運輸,平日,0,0,需要あり,8:00,18:45,0.625,10.75,2,2
0,永井運輸,平日,1,0,需要あり,8:00,19:15,0.625,11.25,2,2
0,永井運輸,平日,2,0,需要あり,8:00,9:00,0.0,1.0,0,1
1,永井運輸,平日,0,0,需要あり,8:00,9:00,0.0,1.0,0,1
1,永井運輸,平日,0,1,需要あり,17:45,18:45,0.0,1.0,0,1
1,永井運輸,平日,1,0,需要あり,8:00,9:00,0.0,1.0,0,1
1,永井運輸,平日,1,1,需要あり,18:15,19:15,0.0,1.0,0,1
1,永井運輸,平日,2,0,需要あり,8:00,9:00,0.0,1.0,0,1
1,永井運輸,平日,2,1,需要あり,8:00,9:00,0.0,1.0,0,1
0,永井運輸,平日,0,0,需要なし,6:45,18:45,0.625,12.0,2,2
0,永井運輸,平日,1,0,需要なし,18:15,19:15,0.0,1.0,0,1
1,永井運輸,平日,0,0,需要なし,6:45,7:45,0.0,1.0,0,1
1,永井運輸,平日,0,1,需要なし,17:45,18:45,0.0,1.0,0,1
1,永井運輸,平日,1,0,需要なし,18:15,19:15,0.0,1.0,0,1
1,永井運輸,平日,1,1,需要なし,18:15,19:15,0.0,1.0,0,1
0,上信観光,平日,0,0,需要あり,6:45,22:00,3.75,15.25,15,7
0,上信観光,平日,1,0,需要あり,7:00,19:45,3.125,12.75,12,6
0,上信観光,平日,2,0,需要あり,7:30,19:45,3.125,12.25,12,6
0,上信観光,平日,3,0,需要あり,7:45,20:30,3.125,12.75,12,6
0,上信観光,平日,4,0,需要あり,8:00,20:30,3.125,12.5,12,6
0,上信観光,平日,5,0,需要あり,8:00,21:15,3.125,13.25,12,6
0,上信観光,平日,6,0,需要あり,8:15,21:15,3.125,13.0,12,6
1,上信観光,平日,0,0,需要あり,6:45,14:00,1.875,7.25,7,4
1,上信観光,平日,0,1,需要あり,15:45,22:00,1.25,6.25,5,3
1,上信観光,平日,1,0,需要あり,7:00,11:45,1.25,4.75,5,3
1,上信観光,平日,1,1,需要あり,13:30,19:45,1.25,6.25,5,3
1,上信観光,平日,2,0,需要あり,7:30,12:15,1.25,4.75,5,3
1,上信観光,平日,2,1,需要あり,13:45,19:45,1.25,6.0,5,3
1,上信観光,平日,3,0,需要あり,7:45,12:30,1.25,4.75,5,3
1,上信観光,平日,3,1,需要あり,14:15,20:30,1.25,6.25,5,3
1,上信観光,平日,4,0,需要あり,8:00,13:00,1.25,5.0,5,3
1,上信観光,平日,4,1,需要あり,14:30,20:30,1.25,6.0,5,3
1,上信観光,平日,5,0,需要あり,8:00,13:15,1.25,5.25,5,3
1,上信観光,平日,5,1,需要あり,15:00,21:15,1.25,6.25,5,3
1,上信観光,平日,6,0,需要あり,8:15,21:15,3.125,13.0,12,6
0,上信観光,平日,0,0,需要なし,7:00,20:30,3.125,13.5,12,6
0,上信観光,平日,1,0,需要なし,7:30,20:30,3.125,13.0,12,6
0,上信観光,平日,2,0,需要なし,7:45,21:15,3.125,13.5,12,6
0,上信観光,平日,3,0,需要なし,8:00,21:15,3.125,13.25,12,6
0,上信観光,平日,4,0,需要なし,8:00,22:00,3.125,14.0,12,6
0,上信観光,平日,5,0,需要なし,8:15,19:45,2.5,11.5,10,5
0,上信観光,平日,6,0,需要なし,8:15,19:45,2.5,11.5,10,5
1,上信観光,平日,0,0,需要なし,7:00,11:45,1.25,4.75,5,3
1,上信観光,平日,0,1,需要なし,13:30,20:30,1.25,7.0,5,3
1,上信観光,平日,2,0,需要なし,7:45,12:30,1.25,4.75,5,3
1,上信観光,平日,2,1,需要なし,14:15,21:15,1.25,7.0,5,3
1,上信観光,平日,3,0,需要なし,8:00,13:00,1.25,5.0,5,3
1,上信観光,平日,3,1,需要なし,14:30,21:15,1.25,6.75,5,3
1,上信観光,平日,4,0,需要なし,8:00,13:15,1.25,5.25,5,3
1,上信観光,平日,4,1,需要なし,15:00,22:00,1.25,7.0,5,3
1,上信観光,平日,5,0,需要なし,8:15,13:45,1.25,5.5,5,3
1,上信観光,平日,5,1,需要なし,15:15,19:45,0.625,4.5,2,2
1,上信観光,平日,6,0,需要なし,8:15,14:00,1.25,5.75,5,3
1,上信観光,平日,6,1,需要なし,15:45,19:45,0.625,4.0,2,2
1,上信観光,平日,1,0,需要なし,7:30,20:30,3.125,13.0,12,6
0,上信観光,土日祝,0,0,需要あり,7:15,22:00,5.625,14.75,22,10
0,上信観光,土日祝,1,0,需要あり,7:15,22:45,5.625,15.5,22,10
0,上信観光,土日祝,2,0,需要あり,7:45,20:45,5.0,13.0,20,9
0,上信観光,土日祝,3,0,需要あり,8:00,21:15,5.0,13.25,20,9
1,上信観光,土日祝,0,0,需要あり,7:15,14:00,2.5,6.75,10,5
1,上信観光,土日祝,0,1,需要あり,14:30,22:00,2.5,7.5,10,5
1,上信観光,土日祝,1,0,需要あり,7:15,14:00,2.5,6.75,10,5
1,上信観光,土日祝,1,1,需要あり,14:30,22:45,2.5,8.25,10,5
1,上信観光,土日祝,3,0,需要あり,8:00,14:45,2.5,6.75,10,5
1,上信観光,土日祝,3,1,需要あり,15:15,21:15,1.875,6.0,7,4
1,上信観光,土日祝,2,0,需要あり,7:45,20:45,5.0,13.0,20,9
0,上信観光,土日祝,0,0,需要なし,7:00,21:45,5.625,14.75,22,10
0,上信観光,土日祝,1,0,需要なし,7:15,22:30,5.625,15.25,22,10
0,上信観光,土日祝,2,0,需要なし,7:45,21:00,5.0,13.25,20,9
0,上信観光,土日祝,3,0,需要なし,7:45,20:45,5.0,13.0,20,9
1,上信観光,土日祝,0,0,需要なし,7:00,14:00,2.5,7.0,10,5
1,上信観光,土日祝,0,1,需要なし,14:30,21:45,2.5,7.25,10,5
1,上信観光,土日祝,1,0,需要なし,7:15,14:00,2.5,6.75,10,5
1,上信観光,土日祝,1,1,需要なし,14:30,22:30,2.5,8.0,10,5
1,上信観光,土日祝,2,0,需要なし,7:45,14:45,2.5,7.0,10,5
1,上信観光,土日祝,2,1,需要なし,15:15,21:00,1.875,5.75,7,4
