上信観光,平日,需要なし,0.92,2873280,39379680
永井運輸,平日,需要なし,0.06,-2646960,2568240
関越交通,平日,需要なし,0.02,-226320,856080
上信観光,平日,需要あり,0.9,8108160,54552960
永井運輸,平日,需要あり,0.1,-8108160,6061440
上信観光,土日祝,需要なし,1.0,0,5759600
上信観光,土日祝,需要あり,1.0,0,6235600
