日本中央,6,400,31,310,310,10,2,11.0,2
日本中央,7,400,31,310,310,10,2,11.0,2
上信観光,8,400,30,270,270,10,2,11.0,2
上信観光,9,400,30,270,270,10,2,11.0,2
